#Frame      Dih_00011,#Frame      Dih_00012,#Frame      Dih_00013,#Frame      Dih_00014,#Frame      Dih_00015
     221     -20.7726,     221      31.5943,     221     -30.6608,     221      20.0192,     221       0.1708
     222     -25.9060,     222      41.7432,     222     -40.0707,     222      25.5922,     222       0.4758
     223     -38.2959,     223      46.6902,     223     -37.3894,     223      17.3383,     223      13.6453
     224     -38.0064,     224      47.6307,     224     -37.3074,     224      18.8232,     224      11.1845
     225     -29.3043,     225      40.4952,     225     -34.8429,     225      19.2419,     225       6.1933
     226     -34.6451,     226      42.2975,     226     -32.9982,     226      12.7667,     226      13.7809
     227     -36.7282,     227      43.5295,     227     -36.7545,     227      15.3910,     227      13.9024
     228     -25.1926,     228      37.8336,     228     -35.4505,     228      20.8184,     228       2.5635
     229     -47.0163,     229      50.8182,     229     -30.3051,     229       7.7788,     229      22.9829
     230     -44.7342,     230      44.8232,     230     -28.5581,     230       1.5646,     230      28.1707
     231     -38.2216,     231      41.3341,     231     -28.7699,     231       6.6392,     231      19.1074
     232     -39.6038,     232      43.9625,     232     -31.8700,     232      11.0280,     232      17.2630
     233     -27.1445,     233      34.2999,     233     -26.3790,     233      11.9433,     233       8.4383
     234     -50.2652,     234      42.3569,     234     -21.0651,     234      -6.6777,     234      34.6863
     235     -51.6715,     235      38.5236,     235     -14.0115,     235     -16.5757,     235      43.5761
     236     -33.0364,     236      21.6232,     236      -0.8778,     236     -20.4936,     236      35.0602
     237     -33.8478,     237      12.6781,     237      10.6441,     237     -28.5098,     237      41.0944
     238     -56.8384,     238      38.5179,     238      -9.3724,     238     -22.8105,     238      49.8652
     239     -45.2127,     239      46.3350,     239     -29.5429,     239       4.3463,     239      25.1794
     240     -47.2430,     240      42.7011,     240     -22.5485,     240      -6.7028,     240      34.4728
     241     -33.9635,     241      37.5476,     241     -26.4509,     241       7.6061,     241      15.8956
     242     -28.2608,     242      35.9286,     242     -30.5406,     242      14.6990,     242       7.6550
     243     -39.7910,     243      43.3901,     243     -24.9443,     243       4.5705,     243      21.4794
     244     -31.2327,     244      37.7933,     244     -30.5086,     244      12.5771,     244      11.9555
     245     -33.0678,     245      35.7003,     245     -25.8979,     245       7.1240,     245      16.8829
     246     -32.0902,     246      32.4266,     246     -18.7772,     246      -0.0013,     246      20.2441
     247     -35.7467,     247      38.3308,     247     -26.6383,     247       8.1909,     247      16.6127
     248     -32.5816,     248      40.4126,     248     -31.4432,     248      13.4875,     248      11.4195
     249      -6.8275,     249      19.7288,     249     -23.8944,     249      21.5490,     249      -8.5788
     250     -21.6566,     250      30.8922,     250     -26.9801,     250      14.3535,     250       4.5338
     251     -43.8028,     251      35.9531,     251     -12.2489,     251     -14.6039,     251      38.2910
     252     -37.8467,     252      30.6591,     252     -12.6826,     252      -9.1226,     252      29.9159
     253     -17.8480,     253      29.0643,     253     -27.5710,     253      19.3537,     253      -1.0454
     254      -5.3329,     254      20.4721,     254     -27.1951,     254      26.0708,     254     -13.4131
     255     -21.9454,     255      31.8860,     255     -29.2428,     255      18.0410,     255       2.6406
     256     -32.9239,     256      40.9998,     256     -30.8534,     256      11.7275,     256      13.5896
     257     -21.6732,     257      30.9465,     257     -27.0723,     257      15.9100,     257       3.2191
     258     -32.9914,     258      35.1606,     258     -22.5135,     258       4.4209,     258      17.2643
     259     -37.4449,     259      26.0330,     259      -7.5179,     259     -12.9411,     259      33.0498
     260     -38.3640,     260      34.5041,     260     -18.8244,     260      -2.3557,     260      25.4549
     261     -37.7605,     261      15.8765,     261       8.0538,     261     -28.9763,     261      40.8246
     262     -28.5152,     262      41.2687,     262     -34.4602,     262      19.4422,     262       5.1093
     263     -21.7513,     263      32.4614,     263     -29.1233,     263      17.2854,     263       2.2269
     264     -24.1831,     264      39.9150,     264     -38.5826,     264      25.9491,     264      -1.9385
     265     -21.8300,     265      29.6151,     265     -25.0002,     265      12.7205,     265       5.1333
     266     -18.7881,     266      23.8416,     266     -17.4351,     266       6.2963,     266       8.0762
     267     -40.7295,     267      46.7881,     267     -37.1695,     267      15.5163,     267      15.2737
     268     -30.6484,     268      34.0468,     268     -24.3489,     268       7.1554,     268      15.5062
     269     -34.8738,     269      35.1889,     269     -22.0687,     269       3.3279,     269      19.1901
     270     -38.1524,     270      40.3667,     270     -28.2430,     270       5.7546,     270      21.8806
     271     -34.8613,     271      45.4703,     271     -38.4441,     271      19.4059,     271       9.4122
     272     -22.2811,     272      33.5487,     272     -34.6169,     272      21.0717,     272       1.7536
     273      -8.9814,     273      25.6876,     273     -32.6813,     273      27.9603,     273     -12.4799
     274     -30.0970,     274      40.2237,     274     -35.8116,     274      18.8812,     274       6.7101
     275     -23.5916,     275      40.6700,     275     -39.0257,     275      28.0745,     275      -2.3070
     276     -29.8610,     276      36.2464,     276     -26.2081,     276       7.8876,     276      14.2130
     277     -19.3114,     277      36.2084,     277     -36.9940,     277      24.9276,     277      -4.1562
     278     -17.8219,     278      30.8739,     278     -29.4997,     278      22.3854,     278      -3.6859
     279     -27.3151,     279      37.8181,     279     -31.6935,     279      18.6938,     279       5.8745
     280     -27.2081,     280      40.5321,     280     -39.1011,     280      24.6100,     280       1.1895
     281     -26.7155,     281      32.1733,     281     -25.4142,     281      10.6170,     281      10.2745
     282     -27.2650,     282      42.0588,     282     -40.0135,     282      24.7093,     282       2.1837
     283     -24.6360,     283      31.4763,     283     -29.7182,     283      17.6294,     283       4.3549
     284     -33.2137,     284      47.0937,     284     -39.6750,     284      21.2703,     284       7.8890
     285     -27.8565,     285      35.8134,     285     -26.4874,     285      11.4307,     285      10.4049
     286     -27.1988,     286      40.1898,     286     -39.1164,     286      23.7883,     286       1.9184
     287     -24.1833,     287      36.7394,     287     -34.5782,     287      21.7117,     287       1.4947
     288     -33.8895,     288      40.0429,     288     -29.9929,     288      10.3578,     288      15.4006
     289     -40.6301,     289      29.2989,     289      -7.9673,     289     -14.9535,     289      35.4034
     290     -43.1293,     290      44.5935,     290     -28.4707,     290       4.5526,     290      24.1297
     291     -27.3982,     291      41.0626,     291     -37.0152,     291      21.3879,     291       3.3851
     292     -34.3530,     292      41.4463,     292     -32.4344,     292      13.3724,     292      13.9762
     293     -34.3404,     293      43.3338,     293     -34.1927,     293      15.1987,     293      13.1679
     294     -39.7745,     294      32.8709,     294     -11.5562,     294     -14.3207,     294      36.1227
     295     -41.0252,     295      47.2947,     295     -38.3222,     295      15.6784,     295      15.0881
     296     -12.1267,     296      20.9464,     296     -20.3458,     296      14.9479,     296      -2.2577
     297     -14.1097,     297      30.9704,     297     -35.6150,     297      27.3900,     297      -9.0571
     298     -37.5822,     298      42.0909,     298     -29.6269,     298      11.1651,     298      14.4035
     299     -40.0987,     299      40.5513,     299     -26.8581,     299       3.7062,     299      21.9580
     300      -9.9889,     300      28.6962,     300     -33.5778,     300      31.1610,     300     -14.5769
     301     -21.8399,     301      34.4997,     301     -34.1485,     301      23.0294,     301      -1.3796
     302     -23.9943,     302      40.9295,     302     -41.6694,     302      30.7505,     302      -4.9109
     303     -26.6515,     303      36.7062,     303     -30.2311,     303      13.5400,     303       7.7316
     304     -42.1666,     304      35.3176,     304     -20.4031,     304      -1.4815,     304      28.5424
     305     -32.9134,     305      29.7958,     305     -15.2726,     305      -3.0395,     305      22.2037
     306     -28.7433,     306      38.2238,     306     -33.5808,     306      19.4768,     306       5.4128
     307     -40.5189,     307      47.4283,     307     -37.5093,     307      15.4694,     307      15.6328
     308     -32.7797,     308      43.6235,     308     -39.3436,     308      21.7931,     308       6.1478
     309     -29.8149,     309      39.4898,     309     -32.8274,     309      17.0660,     309       7.9260
     310     -25.4458,     310      36.8378,     310     -32.3768,     310      19.3831,     310       3.5056
     311     -20.1986,     311      28.5404,     311     -26.6054,     311      16.2940,     311       2.4801
     312     -38.8931,     312      42.0009,     312     -28.2259,     312       8.0441,     312      18.1562
     313     -29.4157,     313      36.3081,     313     -25.4851,     313      10.0728,     313      12.0995
     314     -34.2609,     314      39.9761,     314     -29.3951,     314      11.8957,     314      14.5367
     315     -11.1635,     315      23.2596,     315     -25.5490,     315      20.8623,     315      -6.5051
     316     -31.2394,     316      32.4007,     316     -18.8194,     316       0.2607,     316      19.3323
     317     -39.3529,     317      33.5493,     317     -16.0880,     317      -6.0916,     317      28.4595
     318     -37.8328,     318      36.0285,     318     -19.6460,     318      -1.2377,     318      24.6409
     319     -37.5244,     319      32.0714,     319     -15.4930,     319      -6.4735,     319      27.0658
     320     -24.1758,     320      35.3044,     320     -29.1421,     320      16.1254,     320       4.3345
     321     -39.1615,     321      36.1976,     321     -20.3679,     321      -0.8242,     321      24.5565
     322     -44.4055,     322      30.0762,     322      -8.1543,     322     -16.8757,     322      40.3559
     323     -39.5526,     323      46.5415,     323     -32.0267,     323      10.0560,     323      16.7891
     324     -37.0034,     324      36.5273,     324     -23.6481,     324       3.5467,     324      21.0750
     325     -33.8144,     325      43.3019,     325     -33.9351,     325      14.3302,     325      12.2562
     326     -32.1727,     326      33.4590,     326     -20.4079,     326       0.0346,     326      21.4832
     327     -44.0885,     327      31.5520,     327     -12.2446,     327     -12.9253,     327      36.1231
